;Winner;Turns;Win_rate
10589;Bernhard;14;0.5030217186024551
10590;Magdalena;20;0.5029742233972241
10591;Bernhard;32;0.5030211480362538
10592;Magdalena;32;0.5029736618521665
10593;Magdalena;47;0.502926184632811
10594;Bernhard;39;0.5029731005191128
10595;Bernhard;10;0.5030200075500189
10596;Magdalena;20;0.5029725393979428
10597;Magdalena;35;0.502925080203812
10598;Bernhard;17;0.5029719784885367
10599;Magdalena;43;0.5029245283018868
10600;Bernhard;23;0.5029714177907745
10601;Bernhard;30;0.5030182984342577
10602;Bernhard;25;0.5030651702348392
10603;Magdalena;49;0.503017729158808
10604;Bernhard;29;0.5030645921735031
10605;Magdalena;39;0.5030171600980577
10606;Bernhard;97;0.5030640143301593
10607;Magdalena;21;0.5030165912518854
10608;Bernhard;65;0.5030634367046847
10609;Bernhard;38;0.5031102733270499
10610;Magdalena;44;0.503062859296956
10611;Magdalena;39;0.5030154542027893
10612;Bernhard;27;0.5030622821068501
10613;Magdalena;27;0.5030148859996232
10614;Bernhard;15;0.503061705134244
10615;Magdalena;31;0.5030143180105501
10616;Magdalena;24;0.5029669398135066
10617;Magdalena;21;0.5029195705405914
10618;Bernhard;65;0.5029663810151616
10619;Magdalena;13;0.5029190207156309
10620;Magdalena;48;0.5028716693343376
10621;Bernhard;18;0.5029184710977217
10622;Bernhard;13;0.5029652640497034
10623;Magdalena;29;0.502917921686747
10624;Bernhard;41;0.502964705882353
10625;Bernhard;38;0.5030114812723508
10626;Bernhard;33;0.5030582478592265
10627;Magdalena;49;0.5030109145652992
10628;Bernhard;37;0.5030576724056826
10629;Bernhard;102;0.50310442144873
10630;Magdalena;40;0.5030570971686577
10631;Bernhard;46;0.5031038374717833
10632;Magdalena;70;0.5030565221480298
10633;Magdalena;25;0.5030092157231522
10634;Magdalena;20;0.5029619181946403
10635;Magdalena;49;0.502914629559985
10636;Magdalena;68;0.5028673498166777
10637;Bernhard;16;0.5029140815942846
10638;Magdalena;18;0.5028668107904878
10639;Magdalena;81;0.5028195488721805
10640;Magdalena;74;0.5027722958368575
10641;Bernhard;18;0.5028190189813945
10642;Bernhard;29;0.5028657333458612
10643;Bernhard;56;0.5029124389327321
10644;Magdalena;40;0.5028651949271958
10645;Bernhard;50;0.5029118917903438
10646;Bernhard;25;0.5029585798816568
10647;Magdalena;81;0.5029113448534936
10648;Magdalena;26;0.5028641186965912
10649;Magdalena;21;0.5028169014084507
10650;Bernhard;55;0.502863580884424
10651;Bernhard;46;0.5029102515959444
10652;Magdalena;18;0.5028630432741951
10653;Magdalena;31;0.5028158438145297
10654;Magdalena;24;0.5027686532144533
10655;Magdalena;33;0.5027214714714715
10656;Magdalena;16;0.5026742985830909
10657;Bernhard;86;0.5027209607806342
10658;Magdalena;24;0.5026737967914439
10659;Bernhard;50;0.5027204502814259
10660;Bernhard;17;0.502767095019229
10661;Bernhard;18;0.5028137310073157
10662;Bernhard;87;0.5028603582481478
10663;Bernhard;42;0.502906976744186
10664;Magdalena;22;0.5028598218471636
10665;Magdalena;51;0.502812675792237
10666;Bernhard;27;0.5028592856473235
10667;Bernhard;84;0.5029058867641545
10668;Magdalena;22;0.5028587496485144
10669;Bernhard;32;0.5029053420805998
10670;Bernhard;27;0.5029519257801518
10671;Magdalena;27;0.5029047976011994
10672;Magdalena;14;0.502857678253537
10673;Magdalena;75;0.5028105677346824
10674;Bernhard;107;0.5028571428571429
10675;Bernhard;26;0.5029037092544024
10676;Bernhard;67;0.5029502669289126
10677;Bernhard;44;0.5029968158831242
10678;Magdalena;132;0.5029497143927334
10679;Bernhard;70;0.502996254681648
10680;Magdalena;32;0.5029491620634772
10681;Bernhard;24;0.5029956936903202
10682;Bernhard;133;0.5030422166058224
10683;Magdalena;37;0.5029951329090229
10684;Bernhard;41;0.5030416471689284
10685;Magdalena;17;0.502994572337638
10686;Bernhard;49;0.5030410779451671
10687;Magdalena;37;0.5029940119760479
10688;Magdalena;42;0.5029469548133595
10689;Magdalena;13;0.5028999064546305
10690;Bernhard;20;0.502946403516977
10691;Bernhard;36;0.5029928918817808
10692;Magdalena;24;0.5029458524268213
10693;Bernhard;50;0.5029923321488685
10694;Bernhard;77;0.5030388031790556
10695;Bernhard;48;0.5030852655198205
10696;Magdalena;36;0.5030382350191642
10697;Magdalena;53;0.5029912133108992
10698;Magdalena;16;0.50294420039256
10699;Bernhard;28;0.5029906542056075
10700;Magdalena;48;0.5029436501261564
10701;Magdalena;77;0.5028966548308728
10702;Bernhard;23;0.5029431000654022
10703;Bernhard;16;0.5029895366218237
10704;Magdalena;16;0.5029425502101822
10705;Bernhard;36;0.5029889781430973
10706;Bernhard;33;0.5030353974035677
10707;Magdalena;19;0.5029884198729921
10708;Magdalena;28;0.5029414511158838
10709;Bernhard;36;0.5029878618113912
10710;Magdalena;86;0.5029409018765755
10711;Bernhard;40;0.5029873039581777
10712;Bernhard;87;0.5030336973770185
10713;Magdalena;47;0.502986746313235
10714;Bernhard;101;0.5030331311245917
10715;Magdalena;47;0.5029861888764464
10716;Bernhard;53;0.5030325650835121
10717;Bernhard;50;0.5030789326366859
10718;Magdalena;34;0.5030319992536617
10719;Magdalena;59;0.5029850746268657
10720;Bernhard;37;0.5030314336349221
10721;Magdalena;19;0.5029845178138407
10722;Magdalena;24;0.5029376107432622
10723;Magdalena;13;0.5028907124207386
10724;Bernhard;37;0.502937062937063
10725;Magdalena;17;0.5028901734104047
10726;Magdalena;56;0.5028432926260837
10727;Magdalena;23;0.5027964205816555
10728;Bernhard;53;0.502842762606021
10729;Bernhard;54;0.5028890959925443
10730;Bernhard;29;0.50293542074364
10731;Magdalena;113;0.5028885575847931
10732;Magdalena;32;0.5028417031584832
10733;Magdalena;67;0.5027948574622694
10734;Magdalena;82;0.5027480204937121
10735;Magdalena;37;0.5027011922503726
10736;Bernhard;55;0.5027475086150693
10737;Magdalena;13;0.5027006891413671
10738;Bernhard;61;0.5027469969270881
10739;Bernhard;34;0.5027932960893855
10740;Bernhard;15;0.5028395866306675
10741;Bernhard;12;0.502885868553342
10742;Magdalena;20;0.5028390579912502
10743;Magdalena;61;0.5027922561429635
10744;Bernhard;117;0.5028385295486273
10745;Magdalena;25;0.5027917364600781
10746;Magdalena;34;0.5027449520796501
10747;Bernhard;62;0.5027912169705991
10748;Bernhard;27;0.5028374732533258
10749;Bernhard;68;0.5028837209302326
10750;Bernhard;17;0.5029299600037206
10751;Magdalena;31;0.5028831845238095
10752;Bernhard;39;0.5029294150469636
10753;Bernhard;20;0.5029756369722894
10754;Magdalena;18;0.502928870292887
10755;Magdalena;59;0.5028821123094087
10756;Magdalena;18;0.5028353630194292
10757;Magdalena;55;0.5027886224205242
10758;Bernhard;43;0.5028348359512966
10759;Bernhard;26;0.5028810408921933
10760;Magdalena;28;0.5028343090790819
10761;Bernhard;28;0.5028805054822524
10762;Magdalena;24;0.5028337824026758
10763;Magdalena;29;0.5027870680044593
10764;Bernhard;27;0.5028332559219694
10765;Bernhard;28;0.5028794352591491
10766;Bernhard;43;0.5029256060183895
10767;Magdalena;69;0.5028789004457652
10768;Magdalena;84;0.5028322035472189
10769;Magdalena;35;0.5027855153203342
10770;Magdalena;50;0.5027388357626962
10771;Magdalena;19;0.5026921648718901
10772;Magdalena;84;0.5026455026455027
10773;Magdalena;75;0.5025988490811212
10774;Bernhard;59;0.5026450116009281
